RespondentID,StartDate,EndDate,Age,AgeGroup,Ethnic,Sex,MilitaryServiceName,MilitaryRankShortName,CountryName,CurricNumber,CurricShortName,SchoolName,Site,DegreeLevel,Q1,Q2,Q3a,Q3b,Q3c,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q4k,Q4l,Q4m,Q5a,Q5b,Q5c,Q6a,Q6b,Q6c,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q11h,Q11i,Q12a,Q12b,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14a,Q14b,Q14c,Q14d,Q15a,Q15b,Q15c,Q15d,Q15e,Q16,Q17,Q18a,Q18b,Q18c,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Q19h,Q19i,Q19j,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,Q20i,Q20j,Q21,Q22a,Q22b,Q22c,Q23,Q24a,Q24b,Q24c,Q25,Q26,Q27a,Q27b,Q27c,Q27d,Q28a,Q28b,Q28c,Q28d,Q28e,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q32,Q33,Q34,Q35,Q36,Q37,Q38
3067583796,2/12/14 19:33,2/12/14 19:35,48,41+,Asian American/Pacific Islander,M,USN,LCDR,United States of America,815,Acquisitions & Contract Management,Graduate School of Business and Public Policy,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067480572,2/12/14 18:49,2/12/14 19:29,36,36-40,White,M,USN,LT,United States of America,570,Naval/Mechanical Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,,,,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Strongly Agree,Strongly Agree,Strongly Agree,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Somewhat Well,N/A,Somewhat Well,N/A,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,N/A,The ability to record classroom lectures,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,The ability to video teleconference in the classroom,,,,,,,,,,,,Student-led group discussion,,,Peer mentoring (stronger students help teach weaker students),Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,1,N/A,2,3,2,3,4,5,1,Frequently,N/A,,,,Email,SAKAI,,,,,,,,,,,,,,,,,,,No,It is difficult to access,Other methods such as Google Drive or Drop Box work better,Every professor has a different SAKAI layout and it's confusing,Often,,,,Yes,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Most of my classes are with the same students.,Yes,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Advanced ( I use coding enough to know I am not a programmer),7
3067464317,2/12/14 18:43,2/12/14 18:53,32,31-35,White,M,USN,LT,United States of America,815,Acquisitions & Contract Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Strongly Agree,Strongly Agree,Strongly Agree,Small Lecture Hall with Stadium Seating,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Very Little,Very Little,Very Little,Very Little,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,,,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,4,3,2,1,3,5,4,2,1,Frequently,N/A,,,,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,A physical paper copy,Yes,,,,Often,,,,Yes,King Hall,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,All of my classes are with the same students.,Yes,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Intermediate ( I am proficient in the technologies I own),1
3067412059,2/12/14 18:20,2/12/14 18:44,30,20-30,Unknown,M,Navy,LT,Mexico,570,Naval/Mechanical Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,Facilities are not adequate for collaboration,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Traditional Style Classroom,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Little,Very Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Very Little,Somewhat Well,Very Well,N/A,N/A,Very Well,Very Little,The ability to record classroom lectures,,,,,Chalkboard/Whiteboard,,,,,,,,Lecture accompanied by chalkboard/whiteboard notes,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,3,4,1,2,3,4,2,5,1,Frequently,Yes,,,,Email,SAKAI,,,,,Drop Box,,Professor's H:drive,A physical paper copy,,SAKAI,,,,,,,,,Yes,,,,Often,,,,No,Spanagel Hall,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Some of my classes are with the same students.,No,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Expert ( I am fluent in more than one coding language),6
3067406141,2/12/14 18:17,2/12/14 18:27,38,36-40,White,M,USA,MAJ,United States of America,698,Joint Information Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,,,,,,,,,,,,,Lecture accompanied by printed notes,,,,,,,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,1,2,4,3,2,3,4,1,5,Frequently,N/A,,,,,SAKAI,,,,,,,,,,SAKAI,,,,,,,,,Yes,,,,Often,,,,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Some of my classes are with the same students.,No,Neither Agree or Disagree,Strongly Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Intermediate ( I am proficient in the technologies I own),3
3067401974,2/12/14 18:15,2/12/14 18:33,42,41+,Unknown,M,Navy,CDR,Chile,815,Acquisitions & Contract Management,Graduate School of Business and Public Policy,NPS,Master,Yes,No,,,Facilities are not adequate for collaboration,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Large Lecture Hall,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,N/A,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,,The ability to electronically write on whiteboards,,,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,,,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,4,3,1,2,2,5,4,3,1,Seldom,N/A,,,,Email,SAKAI,,,,,Drop Box,Google Drive,,A physical paper copy,Email,SAKAI,,,,,,Google Drive,,,Yes,,,,Rarely,It is difficult to access,Other methods such as Google Drive or Drop Box work better,,No,,,,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,"Basic ( user of email, social media and basic software)",3
3067381030,2/12/14 18:07,2/12/14 18:17,33,31-35,White,M,USA,MAJ,United States of America,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Strongly Agree,Somewhat Agree,Strongly Agree,Large Lecture Hall,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Somewhat Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Little,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Not At All,,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),,,,,,Lecture accompanied by printed notes,,,,,,,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,3,4,1,2,1,5,4,2,3,Frequently,N/A,,,,Email,SAKAI,,,,,,,,,Email,SAKAI,,,,,,,,A physical paper copy,Yes,,,,Never,,,I didn't know I had a personal drive,Yes,Root Hall,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Most of my classes are with the same students.,No,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Intermediate ( I am proficient in the technologies I own),3
3067371946,2/12/14 18:03,2/12/14 18:16,30,20-30,White,M,USN,LT,United States of America,360,Operations Analysis,Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,Facilities are not adequate for collaboration,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Somewhat Agree,Somewhat Agree,Strongly Agree,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Very Well,Very Little,N/A,Somewhat Well,N/A,Very Little,Very Well,Very Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Very Little,The ability to record classroom lectures,,,,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,N/A,3,1,2,1,5,3,2,4,Seldom,Yes,,,,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,A physical paper copy,Yes,,,,Never,,,,Yes,,,,,Laptop Computer,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Strongly Disagree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Advanced ( I use coding enough to know I am not a programmer),6
3067102348,2/12/14 16:11,2/12/14 16:22,30,20-30,White,F,USN,LT,United States of America,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,No,,,,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Innovative Customizable Classroom,Somewhat Well,Very Little,Somewhat Well,Very Little,N/A,N/A,N/A,Very Well,N/A,Very Well,N/A,N/A,N/A,The ability to record classroom lectures,,,,,,,,,Printed materials,,,,,,Student-led group discussion,,,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,,,,4,1,3,2,2,3,1,4,5,Frequently,Yes,,,,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,,Yes,,,,Never,,,I didn't know I had a personal drive,No,,,,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Most of my classes are with the same students.,Yes,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Intermediate ( I am proficient in the technologies I own),6
3067094044,2/12/14 16:07,2/12/14 16:20,37,36-40,White,M,USN,LT,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,,,,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Well,Very Well,N/A,N/A,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,N/A,Very Little,,The ability to electronically write on whiteboards,,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,,,,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,4,3,2,1,2,4,3,5,1,Seldom,N/A,,,,Email,SAKAI,,,,,,,,,Email,SAKAI,,,,,,,,,Yes,,,,Often,,,,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Most of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Intermediate ( I am proficient in the technologies I own),3
3067089843,2/12/14 16:05,2/12/14 16:06,63,41+,Unknown,F,,,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067060640,2/12/14 15:54,2/12/14 16:08,32,31-35,White,M,USN,LTJG,United States of America,308,Systems Engineering Analysis,Provost Oversight,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Little,Somewhat Well,Somewhat Well,Very Well,Not At All,Very Little,Very Little,Very Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Not At All,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),,Video Tele-Conference (VTC),,,,Lecture accompanied by printed notes,,,Student-led group discussion,,,,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,N/A,3,2,1,3,5,4,2,1,Seldom,No,It is difficult to access,,I don't like watching previously recorded lectures,Email,SAKAI,,,,,,,,A physical paper copy,,SAKAI,,,,,,,,,Yes,,,,Often,,,,No,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,All of my classes are with the same students.,No,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Somewhat Disagree,Intermediate ( I am proficient in the technologies I own),3
3066987868,2/12/14 15:24,2/12/14 15:33,42,41+,White,M,USN,LT,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,,,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Traditional Style Classroom,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Not At All,,The ability to electronically write on whiteboards,,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,N/A,3,2,1,3,5,4,1,2,Seldom,Yes,,,,Email,SAKAI,,Turnitin,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,,Yes,,,,Sometimes,,,,No,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree or Disagree,Intermediate ( I am proficient in the technologies I own),5
3066978084,2/12/14 15:20,2/12/14 15:31,29,20-30,White,M,USN,LT,United States of America,360,Operations Analysis,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,,,,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Well,Very Well,Very Little,Not At All,Very Little,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Not At All,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),,,,,Lecture accompanied by PowerPoint presentation,Lecture accompanied by printed notes,Lecture accompanied by chalkboard/whiteboard notes,Professor-led group discussion,Student-led group discussion,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",Previously recorded lectures prepared by professor,Peer mentoring (stronger students help teach weaker students),Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neither Agree or Disagree,N/A,3,2,1,3,5,4,2,1,Seldom,No,,Other methods such as Youtube work better,I don't like watching previously recorded lectures,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,A physical paper copy,No,,,Every professor has a different SAKAI layout and it's confusing,Rarely,,,I didn't know I had a personal drive,Yes,,,,,Laptop Computer,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Somewhat Disagree,Most of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Advanced ( I use coding enough to know I am not a programmer),7
