,X,X.1,RespondentID,StartDate,EndDate,Age,Ethnic,Sex,MilitaryServiceName,MilitaryRankShortName,CountryName,CurricNumber,CurricShortName,SchoolName,Site,DegreeLevel,Q1,Q2,Q3a,Q3b,Q3c,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q4k,Q4l,Q4m,Q5a,Q5b,Q5c,Q6a,Q6b,Q6c,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q11h,Q11i,Q12a,Q12b,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14a,Q14b,Q14c,Q14d,Q15a,Q15b,Q15c,Q15d,Q15e,Q16,Q17,Q18a,Q18b,Q18c,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Q19h,Q19i,Q19j,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,Q20i,Q20j,Q21,Q22a,Q22b,Q22c,Q23,Q24a,Q24b,Q24c,Q25,Q26,Q27a,Q27b,Q27c,Q27d,Q28a,Q28b,Q28c,Q28d,Q28e,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q32,Q33,Q34,Q35,Q36,Q37,Q38,AgeGroup
116,116,116,3082710247,2/20/14 14:28,2/20/14 14:52,30,White,M,USN,LT,United States of America,308,Systems Engineering Analysis,Provost Oversight,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,2,1,0,TR,TR,TR,Very Little,Very Well,NA,Somewhat Well,NA,Not At All,Very Little,Somewhat Well,Very Well,NA,NA,Very Little,NA,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,1,1,-2,0,1,0,-2,1,Fourth,Third,Second,First,First,Fifth,Fourth,Third,Second,SE,No,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Selcet,1,1,1,1,1,Most,Yes,2,-2,2,2,-1,1,-2,1,2,Intermediate,3,20-30
117,117,117,3082233609,2/20/14 7:48,2/20/14 8:04,37,White,M,Army,CPT,Sweden,595,Information Warfare,Graduate School of Operational and Information Sciences,NPS,Master,No,Yes,Not Select,Not Select,Not Select,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,1,1,1,SL,TR,TR,Somewhat Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,-1,-1,2,1,1,2,0,0,Third,Fourth,Second,First,Second,Fifth,Fourth,First,Third,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,No,Selcet,Selcet,Not Select,Never,Selcet,Selcet,Selcet,Yes,NA,Selcet,Selcet,Selcet,Not Select,1,1,1,0,0,Some,No,1,1,1,2,-2,2,1,0,1,Intermediate,3,36-40
118,118,118,3082210316,2/20/14 7:14,2/20/14 7:25,39,Asian American/Pacific Islander,M,USA,MAJ,United States of America,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,2,1,2,LL,SL,T,Somewhat Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,2,2,0,2,0,1,0,1,Fourth,Second,First,Third,Third,Fifth,Fourth,First,Second,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,SharePoint,Tunitin,Wiki Page,NA,NA,Google Drive,Prof H Drive,Paper Copy,Email,SAKAI,NA,Turnitin,NA,Prof Web Site,NA,Google Drive,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Never,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Selcet,2,2,2,1,1,Most,No,-1,2,1,1,2,-1,2,-1,-1,Intermediate,1,36-40
119,119,119,3082179970,2/20/14 6:30,2/20/14 6:50,41,Unknown,M,Army,LTC,Nepal,685,Civil-Military Relations,School of International Graduate Studies,NPS,Master,Yes,NA,Not Select,Not Select,Not Select,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,2,1,0,LL,TR,T,Very Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Very Little,Very Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Very Little,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,1,1,0,0,1,0,1,0,First,Second,Third,Fourth,Third,Fourth,Fifth,First,Second,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,Prof H:drive,Paper copy,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,Yes,KH,Not Select,Selcet,Selcet,Not Select,2,2,1,0,0,Most,Yes,0,0,-1,-1,-1,-1,1,1,-1,Intermediate,1,41+
120,120,120,3082173763,2/20/14 6:21,2/20/14 6:31,37,White,M,USN,LT,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,0,2,SL,TR,TR,Somewhat Well,Very Well,NA,Somewhat Well,NA,Very Little,Very Well,Very Well,Very Well,Somewhat Well,Very Little,Very Well,Somewhat Well,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,1,1,2,2,2,2,2,2,Fourth,Third,Second,First,Third,Fifth,Fourth,Second,First,F,Yes,Selcet,Selcet,Selcet,NA,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,No,NA,Not Select,Selcet,Selcet,Selcet,1,1,1,1,2,Most,Yes,0,2,0,0,-2,1,1,1,1,Advanced,9,36-40
121,121,121,3082085032,2/20/14 4:28,2/23/14 3:14,114,White,M,Army,CPT,Tunisia,368,Computer Science,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,1,0,LL,ICR,TR,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Very Well,Very Little,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Not Select,1,1,2,2,2,2,2,2,NA,NA,NA,NA,Second,Third,First,Fourth,Fifth,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Rarely,Not Select,Selcet,Selcet,Yes,DKL,Not Select,Selcet,Selcet,Not Select,2,2,2,-1,1,Most,Yes,-1,1,-1,1,-1,1,2,1,-1,Intermediate,6,Unknown
122,122,122,3081991218,2/20/14 2:58,2/20/14 3:14,31,Unknown,M,Air Force,Capt.,Bahrain,581,Systems Engineering (PhD),Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2,1,1,LL,ICR,SL,Very Well,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,NA,Very Well,Very Well,Very Little,Very Little,Very Well,Somewhat Well,Selcet,Not Select,Selcet,Selcet,Not Select,Not Select,Not Select,Not Select,Not Select,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,2,2,2,2,1,2,1,2,Fourth,Third,First,Second,Third,Fifth,Fourth,Second,First,F,Yes,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,Yes,BH,Not Select,Selcet,Selcet,Selcet,1,-1,1,-1,-1,Most,Yes,-1,-1,1,0,-1,1,1,1,1,Intermediate,2,31-35
123,123,123,3081982160,2/20/14 2:51,2/20/14 3:10,30,White,F,USMC,Capt,United States of America,370,Information Systems & Technology,Graduate School of Operational and Information Sciences,NPS,Master,No,No,Not Select,Select,Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,SL,T,TR,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,NA,Very Little,Very Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Not At All,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,1,1,-2,0,1,1,1,1,Fourth,First,Second,Third,Second,Fifth,Fourth,Third,First,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,Wiki Page,NA,NA,NA,NA,Paper Copy,Email,NA,NA,NA,NA,NA,NA,NA,NA,Paper copy,No,Not Select,Not Select,Not Select,Never,Selcet,Selcet,Selcet,Yes,DKL,Not Select,Selcet,Not Select,Not Select,0,0,-1,-1,-1,Most,No,-1,-1,0,0,0,0,0,0,0,Basic,6,20-30
124,124,124,3081892205,2/20/14 1:37,2/20/14 1:53,37,White,F,USN,LCDR,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,1,1,SL,SL,TR,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,2,2,0,0,1,0,0,0,NA,NA,Second,First,Third,Fifth,Fourth,Second,First,N,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Never,Selcet,Selcet,Selcet,NA,NA,Selcet,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,Most,Yes,0,2,0,0,1,0,0,0,-1,Intermediate,5,36-40
125,125,125,3081793464,2/20/14 0:25,2/20/14 0:45,27,White,M,USN,LT,United States of America,590,Electronic Systems Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,No,No,No,No,No,No,No,No,No,No,No,No,1,1,1,LL,T,TR,Not At All,Somewhat Well,Somewhat Well,Somewhat Well,Not At All,Very Little,Very Little,Very Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Very Well,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,1,1,1,0,0,0,1,1,NA,Third,Second,First,Third,Fourth,Fifth,Second,First,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,Prof H Drive,NA,NA,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Never,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Not Select,1,1,1,1,-1,Most,Yes,-1,1,1,1,-1,-2,1,1,0,Intermediate,1,20-30
126,126,126,3081792403,2/20/14 0:06,2/20/14 0:50,114,White,F,Navy,LCDR,Australia,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,No,No,No,Yes,No,No,No,No,No,No,No,1,1,0,SL,ICR,TR,Somewhat Well,Very Well,NA,Somewhat Well,Very Well,Very Little,Somewhat Well,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,2,2,0,1,0,1,0,0,NA,First,Third,Second,First,Fifth,Fourth,Second,Third,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Selcet,2,2,2,2,2,Some,No,-2,2,-2,0,-2,-2,0,1,1,Intermediate,3,Unknown
127,127,127,3081787530,2/20/14 0:21,2/20/14 0:54,35,White,M,USN,LT,United States of America,360,Operations Analysis,Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Select,Not Select,Not Select,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,-2,-2,-1,SL,T,TR,Somewhat Well,Very Well,NA,Somewhat Well,Somewhat Well,Very Little,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Not At All,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,0,2,0,0,1,1,0,2,Fourth,Third,First,Second,Third,Fifth,Fourth,Second,First,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Not Select,Not Select,2,2,2,2,2,Most,Yes,-2,1,-1,1,0,0,0,0,0,Advanced,3,31-35
128,128,128,3081759960,2/20/14 0:02,2/20/14 0:08,34,White,M,USN,LT,United States of America,819,Supply Chain Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,2,0,1,SL,LL,SL,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Little,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Very Well,Somewhat Well,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,2,2,1,1,2,2,2,1,Second,First,Third,Fourth,First,Third,Fourth,Second,Fifth,F,Yes,Selcet,Selcet,Selcet,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Selcet,Not Select,No,NA,Selcet,Selcet,Selcet,Selcet,1,1,1,1,1,All,Yes,1,-2,0,2,1,1,1,1,1,Basic,1,31-35
129,129,129,3081756331,2/20/14 0:00,2/20/14 0:06,30,White,M,Army,1LT,Turkey,399,"Modeling, Virtual Environments & Simulation",Graduate School of Operational and Information Sciences,NPS,Master,Yes,NA,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,0,0,LL,LL,LL,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,NA,Selcet,Selcet,Selcet,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,Often,Selcet,Not Select,Selcet,No,NA,Not Select,Selcet,Selcet,Not Select,0,0,0,0,0,Seldom,Yes,1,0,0,2,0,0,0,1,0,Intermediate,NA,20-30
130,130,130,3081746861,2/19/14 23:53,2/20/14 0:15,114,Unknown,M,Air Force,MAJ,Singapore,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,2,2,1,LL,TR,ICR,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Very Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,2,2,2,2,1,2,1,1,Third,Fourth,Second,First,Second,Fifth,First,Third,Fourth,F,No,Not Select,Not Select,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,Yes,GH,Not Select,Selcet,Not Select,Selcet,2,1,1,1,-1,Some,Yes,-1,-1,-2,-1,-2,0,1,1,2,Intermediate,3,Unknown
131,131,131,3081746207,2/19/14 23:53,2/19/14 23:58,114,Unknown,M,Army,1LT,Turkey,827,Materiel Logistics Support Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,SL,SL,SL,Somewhat Well,Very Well,NA,Very Little,Not At All,Not At All,Very Little,Very Little,Very Well,Somewhat Well,Very Little,Not At All,Not At All,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,0,0,-1,1,0,0,-1,0,Second,Third,Fourth,First,Second,Third,Fourth,Fifth,First,F,No,Selcet,Not Select,Selcet,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Select,Selcet,Selcet,Never,Selcet,Selcet,Selcet,No,NA,Selcet,Selcet,Selcet,Not Select,0,-1,1,0,0,Most,Yes,0,-1,0,-1,0,0,0,1,0,Intermediate,3,Unknown
132,132,132,3081742870,2/19/14 23:50,2/19/14 23:59,29,White,M,USN,LT,United States of America,360,Operations Analysis,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,0,0,0,T,T,TR,Very Little,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,Yes,GH,Selcet,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20-30
133,133,133,3081718905,2/19/14 23:35,2/19/14 23:46,39,White,M,USN,LT,United States of America,308,Systems Engineering Analysis,Provost Oversight,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,1,1,1,NA,NA,TR,Not At All,Somewhat Well,Very Little,Somewhat Well,Not At All,Not At All,Very Little,Very Little,Somewhat Well,Somewhat Well,Very Well,Very Well,Not At All,Not Select,Selcet,Not Select,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Not Select,0,0,1,NA,1,NA,1,1,First,Second,Fourth,Third,Third,Fourth,Second,First,Fifth,E,No,Not Select,Not Select,Selcet,Email,SAKAI,NA,NA,NA,NA,Drop Box,Google Drive,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Never,Selcet,Selcet,Selcet,No,NA,Selcet,Selcet,Not Select,Not Select,1,1,1,0,1,Most,Yes,1,-2,1,1,1,2,2,1,-2,Intermediate,3,36-40
134,134,134,3081718134,2/19/14 23:34,2/19/14 23:51,45,White,M,USA,CW4,United States of America,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,Yes,Yes,No,No,1,2,1,LL,T,TR,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Little,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,2,1,-2,1,0,0,1,2,NA,First,Third,Second,First,Fifth,Second,Third,Fourth,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,NA,NA,NA,NA,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Selcet,2,2,2,-1,-1,Most,Yes,1,-1,-1,1,-1,1,1,1,0,Basic,3,41+
135,135,135,3081711163,2/19/14 23:30,2/19/14 23:50,114,Unknown,M,Air Force,Maj.,Denmark,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,No,Yes,Not Select,Not Select,Not Select,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,2,0,1,SL,T,TR,Very Well,Very Well,Very Well,Very Well,Very Little,NA,Very Well,Somewhat Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Little,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,1,1,NA,NA,1,NA,NA,1,First,Third,Second,Fourth,First,Fifth,Fourth,Second,Third,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,Yes,IH,Not Select,Selcet,Not Select,Not Select,1,1,2,0,0,Some,No,0,-2,-1,1,-2,-1,-2,-1,1,Intermediate,3,Unknown
136,136,136,3081708986,2/19/14 22:59,2/19/14 23:49,34,Black/African American,F,USA,MAJ,United States of America,815,Acquisitions & Contract Management,Graduate School of Business and Public Policy,NPS,Master,Yes,No,Not Select,Not Select,Select,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,2,2,2,LL,T,ICR,Somewhat Well,Somewhat Well,NA,Somewhat Well,NA,Very Little,Very Little,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,1,1,2,2,0,1,2,2,First,NA,Second,Third,Second,Third,Fourth,First,Fifth,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,Yes,NA,Not Select,Selcet,Not Select,Selcet,2,2,2,1,1,Some,Yes,0,-1,0,0,-2,1,1,-2,1,Intermediate,3,31-35
137,137,137,3081699268,2/19/14 23:22,2/19/14 23:32,51,White,M,NA,NA,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,2,2,2,T,TR,ICR,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,1,1,2,2,2,2,2,2,Fourth,First,Second,Third,First,Fourth,Second,Fifth,Third,F,No,Selcet,Not Select,Selcet,Email,NA,NA,NA,Wiki Page,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wiki Page,NA,Drop Box,Google Drive,NA,NA,No,Not Select,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,No,NA,Not Select,Selcet,Not Select,Not Select,2,-1,1,-1,1,All,Yes,0,-1,-1,-1,-2,1,2,-1,-1,Intermediate,6,41+
